代號	名稱	成交量	開盤價	最高	最低	收盤價	漲跌 	本益比	連續漲跌	連續漲跌(%)
1707	葡萄王	119	128.5	131.5	128.5	130.5	+1.5	14.66	連2漲	+1.56%
1720	生達	484	46.05	46.25	45.75	46.15	+0.15	11.19	連2漲	+3.82%
1731	美吾華	112	17.70	17.90	17.70	17.80	+0.10	14.05	連3跌→漲	+0.56%
1733	五鼎	513	26.80	26.80	26.35	26.60	-0.05	12.45	漲→跌	-0.19%
1734	杏輝	401	28.00	28.15	27.85	28.05	+0.30	308.33	連3跌→漲	+1.08%
1736	喬山	103	53.3	54.4	53.3	54.4	+1.5	311.18	連3跌→漲	+2.84%
1752	南光	62	35.55	36.00	35.50	35.95	+0.45	16.82	連2漲	+1.99%
1760	寶齡富錦	3132	110.0	113.0	108.5	113.0	+4.5	55.08	連5跌→漲	+4.15%
1762	中化生	245	56.4	56.8	55.9	56.3	+0.3	10.09	連2漲	+0.72%
1783	和康生	220	41.35	42.20	41.35	41.75	+0.50	32.23	連2漲	+1.33%
1786	科妍	10	40.00	40.20	40.00	40.00	+0.10	23.61	連3跌→漲	+0.25%
1789	神隆	736	24.50	24.95	24.50	24.65	+0.35	83.79	連7跌→漲	+1.44%
1795	美時	5021	136.0	142.0	136.0	142.0	+7.0	25.28	連3漲	+8.27%
3164	景岳	219	24.80	25.00	24.80	25.00	+0.25	20.12	平→漲	+1.01%
3705	永信	90	40.40	40.70	40.40	40.70	+0.50	13.44	連2跌→漲	+1.24%
4104	佳醫	133	64.4	64.5	64.1	64.4	+0.4	14.00	連2漲	+1.10%
4106	雃博	261	23.80	24.45	23.80	24.30	+0.55	23.06	連3跌→漲	+2.32%
4108	懷特	118	18.20	18.30	18.10	18.15	+0.15	-	連4跌→漲	+0.83%
4119	旭富	63	79.8	80.8	79.8	80.4	+0.6	137.59	連4跌→漲	+0.75%
4133	亞諾法	692	34.45	35.55	34.45	35.55	+1.10	58.39	連9跌→漲	+3.19%
4137	麗豐-KY	86	177.5	178.5	176.0	178.0	+1.0	10.44	跌→漲	+0.56%
4142	國光生	2711	35.95	36.95	35.75	36.80	+1.00	255.71	連4跌→漲	+2.79%
4148	全宇生技-KY	1229	60.4	63.3	60.4	61.0	+0.6	16.15	連2漲	+5.72%
4155	訊映	106	22.75	23.00	22.70	22.70	+0.30	33.94	連3跌→漲	+1.34%
4164	承業醫	167	35.70	36.90	35.70	36.80	+0.85	15.50	連2漲	+4.25%
4190	佐登-KY	17	68.5	68.7	67.9	67.9	-0.2	18.02	連4跌	-3.14%
4737	華廣	24	74.0	74.4	73.6	74.1	+0.1	50.34	連2平→漲	+0.14%
4746	台耀	191	45.05	45.85	45.00	45.60	+1.00	-	連3跌→漲	+2.24%
6431	光麗-KY	23	23.20	23.20	22.75	23.20	0.00	-	連3跌→平	0.00%
6491	晶碩	339	398.5	417.0	398.5	405.5	+5.5	20.23	連4跌→漲	+1.38%
6541	泰福-KY	1700	47.90	49.10	47.90	48.35	+1.00	-	連8跌→漲	+2.11%
6550	北極星藥業-KY	1790	115.5	117.5	115.0	116.0	+2.0	-	連3跌→漲	+1.75%
6598	ABC-KY	220	26.10	27.35	26.10	27.35	+1.25	-	連3跌→漲	+4.79%
6666	羅麗芬-KY	18	55.8	56.8	55.0	55.7	+0.5	36.32	連3跌→漲	+0.91%
6796	晉弘	1616	128.5	132.5	118.0	121.0	-5.5	56.98	連3跌	-14.49%
*** 23	油電燃氣業 https://www.twse.com.tw/exchangeReport/MI_INDEX?response=html&date=20220805&type=23
2616	山隆	426	33.45	33.65	33.15	33.20	-0.15	12.08	連3跌	-2.50%
6505	台塑化	1532	83.7	83.8	82.9	83.1	+0.6	16.21	跌→漲	+0.73%
8926	台汽電	622	37.50	37.70	37.40	37.60	+0.10	25.00	連3平→漲	+0.27%
9908	大台北	67	32.85	33.05	32.85	33.00	0.00	19.88	跌→平	0.00%
9918	欣天然	4	43.70	43.70	43.30	43.30	+0.30	25.00	跌→漲	+0.70%
9926	新海	8	52.0	52.7	52.0	52.5	+0.5	20.88	連3跌→漲	+0.96%
9931	欣高	7	39.55	39.85	39.55	39.85	+0.30	20.71	平→漲	+0.76%
9937	全國	33	48.90	49.00	48.60	48.85	-0.05	19.80	漲→跌	-0.10%
*** 24	半導體業 https://www.twse.com.tw/exchangeReport/MI_INDEX?response=html&date=20220805&type=24
2302	麗正	503	15.85	16.15	15.85	15.95	+0.30	22.68	連4跌→漲	+1.92%
2303	聯電	156001	40.95	42.35	40.60	42.15	+2.15	6.70	連3漲	+7.80%
2329	華泰	9500	16.30	17.10	16.25	16.25	+0.05	7.11	連2漲	+3.50%
2330	台積電	32748	509	516	507	516	+16	19.65	跌→漲	+3.20%
2337	旺宏	8775	32.60	33.10	32.55	33.05	+0.90	3.98	連2漲	+3.12%
2338	光罩	2753	73.0	75.6	72.9	75.2	+2.9	25.64	連2漲	+5.47%
2340	台亞	2373	39.35	39.90	39.35	39.85	+0.75	23.84	連2漲	+2.84%
2342	茂矽	1834	36.50	38.60	36.45	38.25	+2.45	16.73	跌→漲	+6.84%
2344	華邦電	26434	22.80	23.40	22.80	23.10	+0.85	4.82	跌→漲	+3.82%
2351	順德	3071	116.0	118.0	111.0	112.0	-2.0	22.62	連4跌	-5.35%
2363	矽統	2246	19.55	19.95	19.55	19.90	+0.60	60.31	連3跌→漲	+3.11%
2369	菱生	1751	15.90	16.00	15.75	15.90	+0.30	6.45	連2漲	+3.61%
2379	瑞昱	2096	349.5	354.0	348.0	352.0	+8.0	9.29	連3漲	+3.83%
2388	威盛	4394	72.3	73.0	71.3	73.0	+3.0	13.97	連2跌→漲	+4.29%
2401	凌陽	1526	28.00	28.55	28.00	28.45	+0.55	12.29	連2漲	+2.34%
2408	南亞科	8729	51.9	53.5	51.9	53.2	+2.2	5.83	跌→漲	+4.31%
2434	統懋	72	29.40	30.60	29.10	29.65	+0.25	-	連3跌→漲	+0.85%
2436	偉詮電	1224	52.5	53.9	52.5	53.0	+0.6	13.30	連4跌→漲	+1.15%
2441	超豐	911	62.1	62.7	62.0	62.5	+0.7	7.33	跌→漲	+1.13%
2449	京元電子	4570	39.80	40.00	39.65	40.00	+0.40	8.28	連3漲	+2.43%
2451	創見	963	63.5	64.9	63.5	64.7	+2.5	9.69	跌→漲	+4.02%
2454	聯發科	6976	700	717	698	717	+33	9.14	跌→漲	+4.82%
2458	義隆	4155	98.0	102.0	98.0	101.5	+1.0	5.96	連3跌→漲	+1.00%
2481	強茂	17620	67.5	68.8	67.3	67.6	+0.9	11.34	連2漲	+6.62%
3006	晶豪科	4031	78.6	80.7	78.4	79.6	+1.8	4.30	連2漲	+2.84%
3014	聯陽	371	65.7	66.7	65.7	66.7	+1.5	6.31	連4跌→漲	+2.30%
3016	嘉晶	1102	79.3	80.9	79.0	80.7	+2.8	42.80	連2漲	+4.26%
3034	聯詠	4448	248.0	251.5	247.0	247.5	+0.5	3.51	連4跌→漲	+0.20%
3035	智原	30122	152.0	159.5	151.5	159.5	+10.5	17.33	連2漲	+7.41%
3041	揚智	1063	23.80	24.35	23.80	24.35	+0.80	-	連2漲	+3.84%
3054	立萬利	21	19.35	19.50	19.20	19.30	-0.05	101.84	連2跌	-1.28%
3094	聯傑	417	26.30	27.00	26.30	26.75	+0.75	29.21	連4跌→漲	+2.88%
3189	景碩	12629	124.0	127.5	123.5	126.5	+5.5	8.56	連4跌→漲	+4.55%
3257	虹冠電	57	49.80	49.80	49.00	49.05	0.00	11.82	連3跌→平	0.00%
3413	京鼎	164	191.5	194.5	191.5	194.0	+4.0	9.77	連2漲	+2.65%
3443	創意	5957	534	549	526	549	+29	31.14	連2漲	+9.15%
3450	聯鈞	861	41.40	44.25	41.35	43.75	+2.65	17.49	連3跌→漲	+6.45%
3530	晶相光	271	90.0	91.5	89.0	89.0	+0.5	12.64	連2漲	+1.02%
3532	台勝科	4202	166.0	173.5	166.0	173.5	+10.0	30.39	連4跌→漲	+6.12%
3536	誠創	68	3.87	4.11	3.73	3.74	-0.13	-	連10跌	-14.81%
3545	敦泰	3024	66.8	67.9	66.6	67.3	+0.6	2.41	跌→漲	+0.90%
3583	辛耘	375	70.5	72.0	70.5	71.6	+1.6	10.80	連2漲	+3.02%
3588	通嘉	718	66.6	69.0	65.9	67.3	+1.7	8.89	連2漲	+3.86%
3592	瑞鼎	566	251.0	259.5	251.0	255.5	+5.5	4.42	連4跌→漲	+2.20%
3661	世芯-KY	6957	648	659	635	641	+3	29.32	跌→漲	+0.47%
3686	達能	205	11.40	11.80	11.40	11.60	+0.20	-	連3跌→漲	+1.75%
3711	日月光投控	7180	88.3	88.5	87.5	88.2	+0.8	5.49	連3漲	+4.38%
4919	新唐	14777	109.5	114.0	109.5	114.0	+7.5	10.41	連4跌→漲	+7.04%
4952	凌通	1119	60.6	62.0	60.6	61.9	+1.6	7.96	跌→漲	+2.65%
4961	天鈺	3151	106.0	107.5	105.0	105.0	+0.5	3.49	連6跌→漲	+0.48%
4967	十銓	241	27.65	28.15	27.40	28.05	+1.10	-	連3跌→漲	+4.08%
4968	立積	1597	135.0	140.0	134.5	138.0	+4.5	-	跌→漲	+3.37%
5222	全訊	488	132.5	133.0	130.0	131.5	+1.0	37.29	跌→漲	+0.77%
5269	祥碩	415	973	988	956	961	-6	20.12	漲→跌	-0.62%
5285	界霖	302	79.6	81.7	79.6	81.5	+2.4	17.16	連2漲	+3.16%
5471	松翰	177	56.0	57.2	56.0	56.8	+0.9	6.67	連3跌→漲	+1.61%
6202	盛群	1512	79.9	81.8	79.9	81.5	+1.7	8.80	連2漲	+3.82%
6239	力成	1795	85.0	86.3	84.9	86.0	+1.2	6.77	跌→漲	+1.42%
6243	迅杰	140	30.20	31.15	30.20	30.90	+1.00	17.80	平→漲	+3.34%
6257	矽格	2335	49.15	49.60	49.15	49.35	+0.55	6.59	連2跌→漲	+1.13%
6271	同欣電	979	191.0	195.0	190.5	195.0	+7.5	10.49	連4跌→漲	+4.00%
6415	矽力*-KY	3243	547	558	540	550	+23	31.59	連2漲	+5.77%
6451	訊芯-KY	161	69.6	72.0	69.6	71.7	+2.8	102.84	連2漲	+4.52%
6515	穎崴	547	396.0	407.0	395.0	403.0	+13.0	23.84	跌→漲	+3.33%
6525	捷敏-KY	314	73.4	73.9	72.7	73.4	+0.4	10.31	連2漲	+1.80%
6531	愛普*	2940	194.0	196.5	192.0	193.0	+1.5	12.90	連2漲	+2.12%
6533	晶心科	5687	267.0	272.0	252.5	257.5	-4.5	51.37	漲→跌	-1.72%
6552	易華電	42	39.10	39.15	38.60	39.00	+0.80	9.23	連4跌→漲	+2.09%
6573	虹揚-KY	198	16.15	16.40	15.95	16.20	+0.45	-	連2漲	+3.51%
6719	力智	1831	287.0	294.5	285.5	291.0	+7.5	14.58	連4跌→漲	+2.65%
6756	威鋒電子	512	229.0	233.5	227.5	228.0	0.0	15.14	漲→平	0.00%
6770	力積電	35400	34.15	34.45	33.85	34.20	+0.40	5.01	連3跌→漲	+1.18%
6789	采鈺	1091	314.0	328.5	314.0	326.0	+16.5	41.94	跌→漲	+5.33%
6799	來頡	99	121.0	124.0	121.0	124.0	+5.5	15.78	連4跌→漲	+4.64%
8016	矽創	1419	163.5	166.5	162.5	166.0	+6.0	2.89	連2漲	+4.40%
8028	昇陽半導體	22257	67.8	69.2	66.6	68.0	+1.3	33.35	連2漲	+7.26%
8081	致新	275	141.0	143.0	139.5	140.0	+1.0	4.82	連2漲	+1.08%
8110	華東	554	12.15	12.45	12.15	12.40	+0.35	25.10	連3跌→漲	+2.90%
8131	福懋科	255	37.95	38.20	37.80	38.00	+0.30	8.40	連3漲	+2.98%
8150	南茂	4746	34.55	35.15	34.55	34.90	+0.70	4.64	連2漲	+2.65%
8261	富鼎	3544	103.0	105.0	102.0	104.5	+3.0	12.11	連2漲	+4.50%
8271	宇瞻	250	39.30	39.90	39.10	39.80	+0.70	8.00	連3跌→漲	+1.79%
*** 25	電腦及週邊設備業 https://www.twse.com.tw/exchangeReport/MI_INDEX?response=html&date=20220805&type=25
2301	光寶科	6355	66.1	67.0	65.4	66.5	+0.7	12.90	連2漲	+2.62%
2305	全友	1285	28.00	28.00	26.50	27.50	-0.30	278.00	連2跌	-10.86%
2324	仁寶	8333	23.15	23.20	22.90	22.95	+0.10	8.19	跌→漲	+0.44%
2331	精英	1229	21.70	21.80	21.55	21.75	+0.45	25.36	平→漲	+2.11%
2352	佳世達	2466	28.60	28.70	28.40	28.70	+0.35	8.29	連2漲	+1.59%
2353	宏碁	24008	22.05	22.20	21.75	21.80	-0.40	6.42	漲→跌	-1.80%
2356	英業達	5785	24.20	24.40	24.05	24.15	+0.10	12.53	跌→漲	+0.42%
2357	華碩	2074	283.0	283.0	279.5	282.0	+1.0	4.62	平→漲	+0.36%
2362	藍天	105	31.70	31.70	31.20	31.55	+0.20	8.86	連2漲	+1.77%
2364	倫飛	7460	70.6	73.5	70.4	71.1	0.0	46.17	連2漲→平	0.00%
2365	昆盈	178	9.74	9.93	9.74	9.87	+0.14	243.25	連3跌→漲	+1.44%
2376	技嘉	3678	80.1	80.9	80.1	80.6	+1.0	3.70	跌→漲	+1.26%
2377	微星	3240	115.0	118.5	114.5	117.5	+1.5	5.59	連2漲	+1.73%
2380	虹光	1619	12.75	13.15	12.40	13.15	+0.60	-	連2漲	+5.20%
2382	廣達	5996	79.2	79.3	78.6	79.1	+0.8	9.06	連2跌→漲	+1.02%
2387	精元	866	36.30	37.90	36.30	37.30	+1.40	6.34	連3跌→漲	+3.90%
2395	研華	1587	359.0	363.5	352.5	354.5	+12.5	27.71	連2跌→漲	+3.65%
2397	友通	25	58.7	59.1	58.5	58.6	+1.0	9.62	平→漲	+1.74%
2399	映泰	1248	14.75	15.00	14.40	14.75	+0.30	7.77	連3跌→漲	+2.08%
2405	浩鑫	5169	13.45	14.00	13.45	13.70	+0.50	22.76	連3跌→漲	+3.79%
2417	圓剛	391	21.15	21.65	21.10	21.60	+0.90	-	連4跌→漲	+4.35%
2424	隴華	7	19.15	20.00	19.15	20.00	+0.85	-	跌→漲	+4.44%
2425	承啟	376	26.55	26.75	26.25	26.35	+0.05	17.89	連4跌→漲	+0.19%
2442	新美齊	285	11.55	11.70	11.55	11.70	+0.25	5.87	跌→漲	+2.18%
2465	麗臺	536	32.85	33.70	32.85	33.55	+0.75	13.90	連2漲	+2.44%
2495	普安	241	14.35	14.55	14.35	14.40	+0.20	24.07	連3跌→漲	+1.41%
3002	歐格	370	11.90	12.35	11.90	12.25	+0.50	-	跌→漲	+4.26%
3005	神基	4466	46.00	48.00	45.55	47.10	+1.65	6.37	連2漲	+5.02%
3013	晟銘電	7845	15.10	16.30	14.95	16.30	+1.45	-	跌→漲	+9.76%
3017	奇鋐	13311	113.5	114.5	109.5	112.5	-0.5	12.86	連2跌	-2.17%
3022	威強電	2745	55.3	56.4	54.4	56.3	+1.4	11.37	連2漲	+4.07%
3046	建碁	224	28.95	29.90	28.80	29.90	+0.40	13.92	連2漲	+5.28%
3057	喬鼎	92	12.40	12.55	12.25	12.35	+0.20	55.23	跌→漲	+1.65%
3060	銘異	199	18.55	18.65	18.35	18.65	+0.45	11.52	連3跌→漲	+2.47%
3231	緯創	12820	27.00	27.40	26.75	27.35	+0.65	7.99	跌→漲	+2.43%
3416	融程電	62	75.6	75.7	75.4	75.7	0.0	15.02	連3平	0.00%
3494	誠研	7465	12.35	13.10	11.90	13.10	+1.15	-	連2跌→漲	+9.62%
3515	華擎	360	96.2	99.0	96.0	98.3	+3.6	4.67	連4跌→漲	+3.80%
3701	大眾控	483	41.60	42.60	41.60	42.30	+1.25	28.12	連3跌→漲	+3.05%
3706	神達	2416	28.00	28.40	28.00	28.30	+0.30	2.84	連2漲	+1.62%
3712	永崴投控	163	26.90	27.45	26.90	27.45	+0.75	13.98	連3跌→漲	+2.81%
4916	事欣科	4371	27.40	28.45	27.30	28.45	+2.55	23.13	連3漲	+22.89%
4938	和碩	6487	62.6	62.8	61.6	62.0	-1.0	9.59	連2跌	-1.74%
5215	科嘉-KY	37	41.05	41.60	40.95	41.10	+0.35	6.30	連3跌→漲	+0.86%
5258	虹堡	35914	61.5	66.6	61.2	65.6	+5.0	15.15	連2漲	+8.43%
6117	迎廣	6	15.25	15.25	15.00	15.10	+0.05	-	跌→漲	+0.33%
6128	上福	81	29.25	29.45	29.25	29.40	+0.35	9.40	連3跌→漲	+1.20%
6166	凌華	754	57.9	61.5	57.0	58.6	+2.0	73.51	連3跌→漲	+3.53%
6206	飛捷	12103	97.8	99.0	93.9	97.3	+1.8	12.68	連2漲	+9.57%
6230	尼得科超眾	16	105.0	105.5	104.5	104.5	-0.5	58.01	連2漲→跌	-0.48%
6235	華孚	9612	37.85	40.00	37.85	39.70	+2.05	28.52	連2漲	+5.73%
6277	宏正	47	75.3	77.0	75.3	76.6	+1.7	14.86	跌→漲	+2.27%
6414	樺漢	3893	222.0	234.0	222.0	232.0	+11.0	16.14	連2漲	+9.18%
6579	研揚	1390	87.0	93.6	87.0	93.6	+8.5	15.50	連2漲	+20.93%
6591	動力-KY	45	45.35	45.75	45.35	45.40	+0.40	5.42	連3跌→漲	+0.89%
6669	緯穎	1041	683	712	679	707	+41	11.04	連2跌→漲	+6.16%
8114	振樺電	9658	163.5	169.0	161.0	166.0	-1.0	19.22	連5漲→跌	-0.60%
8163	達方	1640	39.70	40.70	39.15	40.45	+1.40	9.17	平→漲	+3.59%
8210	勤誠	382	69.5	71.3	69.4	71.0	+2.5	12.30	連3跌→漲	+3.65%
9912	偉聯	2084	12.90	13.85	12.20	13.85	+1.25	34.05	連2漲	+15.42%
*** 26	光電業 https://www.twse.com.tw/exchangeReport/MI_INDEX?response=html&date=20220805&type=26
2323	中環	2630	7.27	7.42	7.27	7.40	+0.19	37.95	連3跌→漲	+2.64%
2349	錸德	811	7.23	7.30	7.21	7.30	+0.14	-	連3跌→漲	+1.96%
2374	佳能	3565	23.65	24.75	23.60	24.75	+1.30	8.62	連5跌→漲	+5.54%
2393	億光	860	36.55	37.05	36.35	37.00	+0.75	8.26	連4跌→漲	+2.07%
2406	國碩	1775	20.35	20.75	20.30	20.75	+0.45	-	連3跌→漲	+2.22%
2409	友達	25295	14.00	14.10	13.90	13.95	+0.10	2.43	平→漲	+0.72%
2426	鼎元	4298	18.35	19.80	18.30	19.80	+1.80	7.89	連3跌→漲	+10.00%
2429	銘旺科	8	12.80	13.00	12.70	13.00	-0.10	-	漲→跌	-0.76%
2438	翔耀	31	13.00	13.00	12.90	12.95	+0.25	-	跌→漲	+1.97%
2466	冠西電	85	33.10	33.85	33.10	33.85	+0.75	60.18	連4跌→漲	+2.27%
2486	一詮	1253	25.20	26.15	25.15	25.40	+0.50	17.05	連4跌→漲	+2.01%
2489	瑞軒	1505	11.70	11.85	11.70	11.85	+0.05	-	跌→漲	+0.42%
2491	吉祥全	705	14.45	15.65	14.45	15.65	+1.40	-	跌→漲	+9.82%
3008	大立光	695	2,065	2,120	2,065	2,100	+60	13.06	跌→漲	+2.94%
3019	亞光	602	61.6	62.1	61.5	62.0	+1.0	14.63	連2漲	+2.65%
3024	憶聲	1266	13.20	13.40	12.95	12.95	+0.05	16.97	連2漲	+0.78%
3031	佰鴻	144	15.75	16.20	15.75	16.05	+0.45	12.79	連3跌→漲	+2.88%
3038	全台	1754	20.75	21.55	20.75	21.35	+0.80	11.54	連2漲	+4.91%
3049	和鑫	6688	9.29	9.73	9.25	9.58	+0.37	12.97	連2跌→漲	+4.02%
3050	鈺德	232	15.80	15.95	15.80	15.90	+0.25	19.56	平→漲	+1.60%
3051	力特	1081	15.30	16.00	15.30	15.65	+0.45	8.00	連3跌→漲	+2.96%
3059	華晶科	1569	35.10	35.90	35.10	35.80	+1.10	29.91	連4跌→漲	+3.17%
3149	正達	249	16.60	16.90	16.35	16.50	+0.35	-	連3跌→漲	+2.17%
3356	奇偶	732	27.40	28.25	27.40	28.20	-0.20	13.92	連4跌	-5.05%
3383	新世紀	33	6.12	6.14	6.10	6.14	+0.04	-	連2跌→漲	+0.66%
3406	玉晶光	3859	380.0	398.0	378.0	397.0	+23.5	17.96	連4跌→漲	+6.29%
3437	榮創	78	19.10	19.55	19.10	19.50	+0.50	26.39	連4跌→漲	+2.63%
3454	晶睿	152	80.0	81.2	80.0	80.9	+0.9	24.17	連2漲	+1.51%
3481	群創	33669	10.55	10.75	10.55	10.70	+0.20	2.32	平→漲	+1.90%
3504	揚明光	21104	102.0	103.5	99.0	100.0	-0.5	98.53	連2漲→跌	-0.50%
3535	晶彩科	3160	25.55	26.65	25.55	26.50	+1.25	15.68	連4跌→漲	+4.95%
3543	州巧	24	19.10	19.20	19.00	19.05	+0.35	-	連3漲	+2.70%
3563	牧德	18	138.0	139.5	138.0	139.0	+1.0	7.99	連3跌→漲	+0.72%
3576	聯合再生	3417	20.95	21.20	20.95	21.20	+0.25	-	連2漲	+2.66%
3591	艾笛森	7126	17.45	18.70	17.20	18.05	+1.00	26.23	跌→漲	+5.87%
3622	洋華	134	31.20	31.20	30.55	30.70	+0.10	15.77	連2漲	+2.33%
3673	TPK-KY	687	33.75	34.35	33.75	34.35	+0.85	14.26	連3跌→漲	+2.54%
3714	富采	4269	47.60	48.35	47.60	48.35	+0.85	11.23	連2漲	+2.98%
4934	太極	834	26.30	26.95	26.30	26.75	+0.85	-	連4跌→漲	+3.28%
4935	茂林-KY	28	55.0	55.3	54.7	55.1	+0.5	5.86	跌→漲	+0.92%
4942	嘉彰	137	38.65	38.90	38.40	38.60	+0.20	6.46	連2漲	+0.65%
4956	光鋐	444	16.25	17.50	16.25	16.90	+0.80	12.98	連4跌→漲	+4.97%
4960	誠美材	4573	9.28	9.65	9.26	9.43	+0.32	9.69	連3跌→漲	+3.51%
4976	佳凌	730	40.85	41.95	40.85	41.75	+1.40	-	連4跌→漲	+3.47%
5234	達興材料	738	66.7	67.0	66.0	66.5	-0.1	10.36	連5跌	-6.21%
5243	乙盛-KY	1234	67.0	67.4	66.5	66.8	+0.8	23.24	跌→漲	+1.21%
5244	弘凱	38	26.90	28.10	26.90	28.00	+0.75	6.08	連5跌→漲	+2.75%
5484	慧友	309	14.45	14.70	13.80	14.25	+0.10	-	連2漲	+8.37%
6116	彩晶	6537	10.00	10.15	10.00	10.10	+0.10	14.08	跌→漲	+1.00%
6120	達運	1656	9.80	10.15	9.80	10.05	+0.32	-	連3跌→漲	+3.29%
6164	華興	1641	11.20	12.15	11.20	12.15	+1.10	276.25	跌→漲	+9.95%
6168	宏齊	496	19.10	19.40	19.10	19.40	+0.50	10.22	連3跌→漲	+2.65%
6176	瑞儀	1554	93.8	95.0	93.7	94.6	+1.6	6.95	跌→漲	+1.72%
6209	今國光	200	28.45	29.00	28.45	29.00	+1.00	-	連5跌→漲	+3.57%
6225	天瀚	122	8.21	9.02	8.21	9.02	+0.82	-	連2跌→漲	+10.00%
6226	光鼎	2657	13.05	13.80	13.05	13.70	+0.70	260.00	連4跌→漲	+5.38%
6278	台表科	2763	84.4	88.5	84.4	87.6	+3.9	5.40	連3跌→漲	+4.66%
6289	華上	74	2.52	2.70	2.52	2.54	+0.01	-	連2跌→漲	+0.40%
6405	悅城	23	20.45	20.75	20.45	20.75	+0.45	17.50	連2漲	+2.98%
6443	元晶	7258	32.40	33.10	32.30	32.95	+0.90	200.31	連2漲	+2.97%
6456	GIS-KY	454	75.4	76.0	75.1	75.8	+1.2	5.60	連4跌→漲	+1.61%
6477	安集	2603	50.0	51.5	49.60	51.5	+2.1	40.49	連3跌→漲	+4.25%
6668	中揚光	184	42.00	43.20	42.00	42.55	+0.95	-	連3跌→漲	+2.28%
6706	惠特	742	110.0	114.5	110.0	111.5	+3.5	6.57	連3跌→漲	+3.24%
8104	錸寶	283	39.30	40.15	39.25	39.85	+1.25	29.92	連3跌→漲	+3.24%
8105	凌巨	2675	11.45	11.75	11.40	11.50	+0.15	11.46	連2跌→漲	+1.32%
8215	明基材	964	29.60	30.25	29.60	30.20	+0.60	8.65	連5跌→漲	+2.03%
*** 27	通信網路業 https://www.twse.com.tw/exchangeReport/MI_INDEX?response=html&date=20220805&type=27
2314	台揚	3695	44.30	45.40	44.30	45.30	+1.20	-	連3跌→漲	+2.72%
2321	東訊	8	5.78	5.78	5.78	5.78	+0.17	80.14	平→漲	+3.03%
2332	友訊	4947	17.00	17.40	16.80	17.30	+0.55	-	連2漲	+4.22%
2345	智邦	4157	258.0	262.0	255.0	257.5	+4.0	29.04	連2漲	+4.15%
2412	中華電	6341	121.0	122.0	121.0	122.0	+1.5	25.97	連2跌→漲	+1.24%
2419	仲琦	17752	27.25	28.15	27.05	28.05	+0.95	29.78	連3跌→漲	+3.51%
2439	美律	1508	80.8	82.3	80.8	82.2	+1.7	11.62	平→漲	+2.11%
2444	兆勁	4460	13.30	14.45	13.15	14.30	+1.15	19.06	連2漲	+13.04%
2450	神腦	48	30.95	31.15	30.90	31.10	+0.25	12.75	連2平→漲	+0.81%
2455	全新	1850	66.8	68.7	66.8	67.2	+1.0	15.18	連4跌→漲	+1.51%
2485	兆赫	890	16.90	17.40	16.90	17.30	+0.45	-	連2漲	+3.59%
2498	宏達電	67840	59.8	62.0	59.1	62.0	+3.7	-	連3跌→漲	+6.35%
3025	星通	725	19.30	20.00	19.15	19.15	0.00	20.16	漲→平	0.00%
3027	盛達	280	18.00	18.90	18.00	18.90	+1.00	40.68	連3跌→漲	+5.59%
3045	台灣大	3129	102.0	102.0	101.0	101.5	-0.5	26.42	漲→跌	-0.49%
3047	訊舟	4399	12.70	13.35	12.70	13.15	+0.50	632.50	連2漲	+4.37%
3062	建漢	31802	30.20	31.50	30.10	31.00	+1.10	-	連2漲	+6.90%
3138	耀登	120	120.0	123.0	120.0	122.0	+3.0	19.19	連4跌→漲	+2.52%
3311	閎暉	77	33.00	33.25	32.75	33.15	+0.30	26.07	跌→漲	+0.91%
3380	明泰	10116	31.80	32.00	30.90	31.85	+0.05	29.72	連2漲	+5.99%
3419	譁裕	1278	16.15	17.20	16.15	17.05	+0.95	-	連3跌→漲	+5.90%
3596	智易	6532	126.5	127.5	123.5	125.0	-2.5	16.22	連2漲→跌	-1.96%
3669	圓展	59	41.95	41.95	41.50	41.95	+0.80	7.21	連3跌→漲	+1.94%
3682	亞太電	2649	6.85	6.88	6.81	6.88	+0.03	-	連2漲	+1.33%
3694	海華	78	18.10	18.50	18.10	18.45	+0.35	9.00	連3跌→漲	+1.93%
3704	合勤控	4146	31.10	31.50	30.95	31.15	-0.20	10.56	漲→跌	-0.64%
4904	遠傳	3834	76.3	76.3	75.2	75.6	0.0	25.54	連2漲→平	0.00%
4906	正文	4105	29.25	29.75	29.05	29.15	-0.35	19.41	漲→跌	-1.19%
4977	眾達-KY	256	78.9	84.0	78.4	82.3	+4.8	20.34	連2漲	+6.74%
5388	中磊	8819	89.7	92.0	89.1	92.0	+2.3	21.61	連2漲	+6.60%
6136	富爾特	57	17.50	17.60	17.45	17.55	+0.15	13.81	連2漲	+1.15%
6142	友勁	680	8.83	9.01	8.80	8.88	+0.05	4.51	連2漲	+2.19%
6152	百一	617	10.75	10.95	10.75	10.90	+0.20	44.58	平→漲	+1.87%
6216	居易	2776	31.40	32.85	31.40	32.10	+1.05	14.65	連2漲	+5.25%
6285	啟碁	20899	76.6	79.6	75.7	79.0	+2.8	19.79	連2漲	+8.37%
6416	瑞祺電通	98	88.5	88.5	87.2	88.3	+1.6	30.00	跌→漲	+1.85%
6426	統新	1157	63.9	66.0	61.8	62.6	+1.4	68.00	連2漲	+12.39%
6442	光聖	14291	55.6	61.8	54.0	61.8	+5.6	22.66	連2跌→漲	+9.96%
6674	鋐寶科技	19	25.85	26.70	25.85	26.20	+0.60	46.55	連2跌→漲	+2.34%
